speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,n,cluster_1_p
10902,990039824,EXON,J.,S,NE,M,D,,voting,19850522,1921-08-09,1921,1985,64,99109021,0.0,10,0.0
11153,990039936,ROTH,WILLIAM,S,DE,M,R,,voting,19850522,1921-07-22,1921,1985,64,99111531,0.0,9,0.0
11009,990041795,BUMPERS,DALE,S,AR,M,D,,voting,19850523,1925-08-12,1925,1985,60,99110091,0.0,10,0.0
11328,990042278,SARBANES,PAUL,S,MD,M,D,,voting,19850523,1933-02-03,1933,1985,52,99113281,0.0,9,0.1111111111111111
10605,990042468,GOLDWATER,BARRY,S,AZ,M,R,,voting,19850523,1909-01-01,1909,1985,76,99106051,0.0,18,0.9444444444444444
11494,990042550,KENNEDY,EDWARD,S,MA,M,D,,voting,19850524,1932-02-22,1932,1985,53,99114941,0.0,10,0.3
10956,990042713,NUNN,SAMUEL,S,GA,M,D,,voting,19850524,1938-09-08,1938,1985,47,99109561,0.0,10,0.0
11744,990042768,LEVIN,CARL,S,MI,M,D,,voting,19850524,1934-06-28,1934,1985,51,99117441,0.0,9,0.0
10610,990043042,HART,GARY,S,CO,M,D,,voting,19850524,1936-11-28,1936,1985,49,99106101,0.0,10,0.0
11220,990044405,THURMOND,J.,S,SC,M,R,,voting,19850604,1902-12-05,1902,1985,83,99112201,0.0,10,0.1
11009,990044558,BUMPERS,DALE,S,AR,M,D,,voting,19850604,1925-08-12,1925,1985,60,99110091,0.0,10,0.0
11009,990044781,BUMPERS,DALE,S,AR,M,D,,voting,19850604,1925-08-12,1925,1985,60,99110091,0.0,9,0.1111111111111111
11009,990044840,BUMPERS,DALE,S,AR,M,D,,voting,19850604,1925-08-12,1925,1985,60,99110091,1.480250932533429e-16,9,0.1111111111111111
11009,990044861,BUMPERS,DALE,S,AR,M,D,,voting,19850604,1925-08-12,1925,1985,60,99110091,0.0,10,0.1
10934,990045247,LAGOMARSINO,ROBERT,H,CA,M,R,19.0,voting,19850605,1926-09-04,1926,1985,59,99109340,0.0,9,1.0
11216,990045308,SOLOMON,GERALD,H,NY,M,R,24.0,voting,19850605,1930-08-14,1930,1985,55,99112160,0.0,9,1.0
10692,990045497,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19850605,1915-11-11,1915,1985,70,99106921,0.0,20,0.0
11009,990045711,BUMPERS,DALE,S,AR,M,D,,voting,19850605,1925-08-12,1925,1985,60,99110091,0.0,9,0.0
10821,990045807,DURENBERGER,DAVID,S,MN,M,R,,voting,19850605,1934-08-19,1934,1985,51,99108211,0.0,9,0.1111111111111111
11462,990045836,BYRD,ROBERT,S,WV,M,D,,voting,19850605,1917-11-20,1917,1985,68,99114621,0.0,10,0.8
11424,990046564,HYDE,HENRY,H,IL,M,R,6.0,voting,19850606,1924-04-18,1924,1985,61,99114240,0.0,10,0.1
11494,990046749,KENNEDY,EDWARD,S,MA,M,D,,voting,19850606,1932-02-22,1932,1985,53,99114941,0.0,9,0.1111111111111111
10956,990046951,NUNN,SAMUEL,S,GA,M,D,,voting,19850606,1938-09-08,1938,1985,47,99109561,0.0,10,0.0
11016,990047043,DOLE,ROBERT,S,KS,M,R,,voting,19850606,1923-07-22,1923,1985,62,99110161,0.0,9,0.0
11648,990047069,LUGAR,RICHARD,S,IN,M,R,,voting,19850606,1932-04-04,1932,1985,53,99116481,0.0,9,1.0
10699,990047106,STENNIS,JOHN,S,MS,M,D,,voting,19850606,1901-08-03,1901,1985,84,99106991,0.0,10,0.0
10830,990047268,HEINZ,HENRY,S,PA,M,R,,voting,19850607,1938-10-23,1938,1985,47,99108301,0.0,18,0.1666666666666666
11648,990047294,LUGAR,RICHARD,S,IN,M,R,,voting,19850607,1932-04-04,1932,1985,53,99116481,0.0,10,0.1
11535,990047353,BIDEN,JOSEPH,S,DE,M,D,,voting,19850607,1942-11-20,1942,1985,43,99115351,0.0,10,0.1
10713,990047355,BOSCHWITZ,RUDOLPH,S,MN,M,R,,voting,19850607,1930-11-07,1930,1985,55,99107131,0.0,9,0.1111111111111111
11648,990047356,LUGAR,RICHARD,S,IN,M,R,,voting,19850607,1932-04-04,1932,1985,53,99116481,3.8690608650110053e-13,9,0.1111111111111111
10821,990047453,DURENBERGER,DAVID,S,MN,M,R,,voting,19850607,1934-08-19,1934,1985,51,99108211,0.0,9,0.0
11016,990048309,DOLE,ROBERT,S,KS,M,R,,voting,19850610,1923-07-22,1923,1985,62,99110161,0.0,9,0.0
10731,990048336,HUMPHREY,GORDON,S,NH,M,R,,voting,19850610,1940-10-09,1940,1985,45,99107311,0.0,9,1.0
10611,990048436,HAWKINS,PAULA,S,FL,F,R,,voting,19850611,1927-01-24,1927,1985,58,99106111,0.0,18,0.0555555555555555
10819,990048437,DECONCINI,DENNIS,S,AZ,M,D,,voting,19850611,1937-05-08,1937,1985,48,99108191,0.0,9,0.1111111111111111
11258,990049246,LIVINGSTON,ROBERT,H,LA,M,R,1.0,voting,19850611,1943-04-30,1943,1985,42,99112580,0.0,9,0.0
11143,990049459,MOYNIHAN,DANIEL,S,NY,M,D,,voting,19850612,1927-03-16,1927,1985,58,99111431,0.0,10,0.0
11123,990049538,GORTON,T.,S,WA,M,R,,voting,19850612,1928-01-08,1928,1985,57,99111231,0.0,9,0.1111111111111111
11050,990049722,LLOYD,MARILYN,H,TN,F,D,3.0,voting,19850612,1929-01-03,1929,1985,56,99110500,0.0,19,0.0
11030,990049739,GRADISON,WILLIS,H,OH,M,R,2.0,voting,19850612,1928-12-28,1928,1985,57,99110300,0.0,9,0.1111111111111111
10769,990049825,DANIEL,WILBUR,H,VA,M,D,5.0,voting,19850612,1914-05-12,1914,1985,71,99107690,0.0,9,0.0
10872,990049846,AUCOIN,LES,H,OR,M,D,1.0,voting,19850612,1942-10-21,1942,1985,43,99108720,0.0,10,0.0
11067,990049939,PANETTA,LEON,H,CA,M,D,16.0,voting,19850612,1938-06-28,1938,1985,47,99110670,0.0,18,0.0555555555555555
10879,990049984,BROOMFIELD,WILLIAM,H,MI,M,R,18.0,voting,19850612,1922-04-28,1922,1985,63,99108790,0.0,9,0.1111111111111111
10804,990050068,WIRTH,TIMOTHY,H,CO,M,D,2.0,voting,19850612,1939-09-22,1939,1985,46,99108040,0.0,9,0.0
11694,990050259,LUNGREN,DANIEL,H,CA,M,R,42.0,voting,19850613,1946-09-22,1946,1985,39,99116940,0.0,10,0.0
10605,990050615,GOLDWATER,BARRY,S,AZ,M,R,,voting,19850613,1909-01-01,1909,1985,76,99106051,0.0,9,1.0
11388,990050677,STEVENS,TED,S,AK,M,R,,voting,19850613,1923-11-18,1923,1985,62,99113881,0.0,9,0.1111111111111111
10698,990050691,STAFFORD,ROBERT,S,VT,M,R,,voting,19850613,1913-08-08,1913,1985,72,99106981,0.0,9,0.2222222222222222
10698,990050710,STAFFORD,ROBERT,S,VT,M,R,,voting,19850613,1913-08-08,1913,1985,72,99106981,0.0,9,0.2222222222222222
10802,990050815,SYMMS,STEVEN,S,ID,M,R,,voting,19850613,1938-04-23,1938,1985,47,99108021,0.0,10,0.0
10821,990050923,DURENBERGER,DAVID,S,MN,M,R,,voting,19850613,1934-08-19,1934,1985,51,99108211,0.0,10,0.0
11016,990051173,DOLE,ROBERT,S,KS,M,R,,voting,19850613,1923-07-22,1923,1985,62,99110161,0.0,9,0.1111111111111111
11016,990051189,DOLE,ROBERT,S,KS,M,R,,voting,19850613,1923-07-22,1923,1985,62,99110161,0.0,9,0.2222222222222222
11462,990051192,BYRD,ROBERT,S,WV,M,D,,voting,19850613,1917-11-20,1917,1985,68,99114621,0.0,20,0.1
11409,990051222,DODD,CHRISTOPHER,S,CT,M,D,,voting,19850613,1944-05-27,1944,1985,41,99114091,0.0,9,0.1111111111111111
10899,990051396,ECKART,DENNIS,H,OH,M,D,11.0,voting,19850617,1950-04-06,1950,1985,35,99108990,0.0,10,0.0
11870,990051411,BOXER,BARBARA,H,CA,F,D,6.0,voting,19850617,1940-11-11,1940,1985,45,99118700,0.0,10,0.0
10861,990051437,WALGREN,DOUGLAS,H,PA,M,D,18.0,voting,19850617,1940-12-28,1940,1985,45,99108610,0.0,9,0.0
10992,990051460,WEISS,THEODORE,H,NY,M,D,17.0,voting,19850617,1927-09-17,1927,1985,58,99109920,0.0,9,0.1111111111111111
11392,990051638,WARNER,JOHN,S,VA,M,R,,voting,19850617,1927-02-18,1927,1985,58,99113921,0.0,9,0.1111111111111111
11746,990051639,ROCKEFELLER,JOHN,S,WV,M,D,,voting,19850617,1937-06-18,1937,1985,48,99117461,0.0,10,0.0
10864,990051835,WILSON,PETE,S,CA,M,R,,voting,19850618,1933-08-23,1933,1985,52,99108641,0.0,9,0.1111111111111111
11680,990052280,FRANK,BARNEY,H,MA,M,D,4.0,voting,19850618,1940-03-31,1940,1985,45,99116800,0.0,10,0.0
10709,990052297,ADDABBO,JOSEPH,H,NY,M,D,6.0,voting,19850618,1925-03-17,1925,1985,60,99107090,0.0,9,0.0
10936,990052309,LENT,NORMAN,H,NY,M,R,4.0,voting,19850618,1931-03-23,1931,1985,54,99109360,0.0,10,0.0
10840,990052439,MITCHELL,GEORGE,S,ME,M,D,,voting,19850619,1933-08-20,1933,1985,52,99108401,0.0,9,0.0
11642,990052750,BINGAMAN,JEFF,S,NM,M,D,,voting,19850619,1943-10-03,1943,1985,42,99116421,0.0,10,0.0
10919,990053538,HOPKINS,LARRY,H,KY,M,R,6.0,voting,19850619,1933-10-25,1933,1985,52,99109190,0.0,9,0.0
10919,990053583,HOPKINS,LARRY,H,KY,M,R,6.0,voting,19850619,1933-10-25,1933,1985,52,99109190,0.0,9,0.0
11026,990053733,FORD,WILLIAM,H,MI,M,D,15.0,voting,19850619,1927-08-06,1927,1985,58,99110260,0.0,9,0.0
10792,990053873,PRICE,CHARLES,H,IL,M,D,21.0,voting,19850620,1905-01-01,1905,1985,80,99107920,0.0,9,0.0
10943,990054092,MAVROULES,NICHOLAS,H,MA,M,D,6.0,voting,19850620,1929-11-01,1929,1985,56,99109430,0.0,10,0.0
10952,990054181,MRAZEK,ROBERT,H,NY,M,D,3.0,voting,19850620,1945-11-06,1945,1985,40,99109520,0.0,10,0.0
11640,990055504,INOUYE,DANIEL,S,HI,M,D,,voting,19850620,1924-09-07,1924,1985,61,99116401,0.0,9,0.1111111111111111
11959,990055805,GRASSLEY,CHARLES,S,IA,M,R,,voting,19850620,1933-09-17,1933,1985,52,99119591,0.0,9,0.0
11001,990056266,ASPIN,LESLIE,H,WI,M,D,1.0,voting,19850621,1938-07-21,1938,1985,47,99110010,0.0,9,0.0
10967,990056421,RAY,RICHARD,H,GA,M,D,3.0,voting,19850621,1927-02-02,1927,1985,58,99109670,0.0,9,0.1111111111111111
11350,990056664,BEREUTER,DOUGLAS,H,NE,M,R,1.0,voting,19850624,1939-10-06,1939,1985,46,99113500,0.0,18,1.0
10844,990056674,PARRIS,STANFORD,H,VA,M,R,8.0,voting,19850624,1929-09-09,1929,1985,56,99108440,0.0,10,0.2
10802,990057099,SYMMS,STEVEN,S,ID,M,R,,voting,19850625,1938-04-23,1938,1985,47,99108021,0.0,9,0.0
10838,990057100,MATSUNAGA,SPARK,S,HI,M,D,,voting,19850625,1916-10-08,1916,1985,69,99108381,0.0,9,0.1111111111111111
11100,990057412,BRYANT,JOHN,H,TX,M,D,5.0,voting,19850625,1947-02-22,1947,1985,38,99111000,0.0,10,0.0
11609,990057666,SPRATT,JOHN,H,SC,M,D,5.0,voting,19850625,1942-11-01,1942,1985,43,99116090,0.0,10,1.0
11609,990057756,SPRATT,JOHN,H,SC,M,D,5.0,voting,19850625,1942-11-01,1942,1985,43,99116090,0.0,10,0.9
10591,990059204,EAGLETON,THOMAS,S,MO,M,D,,voting,19850626,1929-09-04,1929,1985,56,99105911,0.0,9,0.0
11102,990059602,CHAFEE,JOHN,S,RI,M,R,,voting,19850627,1922-10-22,1922,1985,63,99111021,0.0,10,0.0
11184,990061269,GINGRICH,NEWTON,H,GA,M,R,6.0,voting,19850708,1943-06-17,1943,1985,42,99111840,0.0,9,0.0
10692,990061744,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19850709,1915-11-11,1915,1985,70,99106921,0.0,10,0.1
10611,990061778,HAWKINS,PAULA,S,FL,F,R,,voting,19850709,1927-01-24,1927,1985,58,99106111,0.0,10,0.9
11726,990061891,KERRY,JOHN,S,MA,M,D,,voting,19850709,1943-12-11,1943,1985,42,99117261,0.0,10,0.0
10914,990062078,HATFIELD,MARK,S,OR,M,R,,voting,19850709,1922-07-12,1922,1985,63,99109141,0.0,9,0.1111111111111111
11206,990063137,RICHARDSON,WILLIAM,H,NM,M,D,3.0,voting,19850710,1947-11-15,1947,1985,38,99112060,0.0,9,0.2222222222222222
11424,990063392,HYDE,HENRY,H,IL,M,R,6.0,voting,19850710,1924-04-18,1924,1985,61,99114240,0.0,10,0.1
10700,990064497,TRIBLE,PAUL,S,VA,M,R,,voting,19850711,1946-12-29,1946,1985,39,99107001,0.0,9,0.0
10847,990064613,RIEGLE,DONALD,S,MI,M,D,,voting,19850711,1938-02-04,1938,1985,47,99108471,0.0,10,0.1
11817,990064833,HATCH,ORRIN,S,UT,M,R,,voting,19850711,1934-03-22,1934,1985,51,99118171,0.0,9,0.0
11189,990064869,HELMS,JESSE,S,NC,M,R,,voting,19850711,1921-10-18,1921,1985,64,99111891,0.0,9,0.1111111111111111
10843,990065143,NIELSON,HOWARD,H,UT,M,R,3.0,voting,19850715,1924-09-12,1924,1985,61,99108430,0.0,9,0.1111111111111111
11152,990065160,ROTH,TOBY,H,WI,M,R,8.0,voting,19850715,1938-10-10,1938,1985,47,99111520,0.0,9,1.0
11409,990065372,DODD,CHRISTOPHER,S,CT,M,D,,voting,19850716,1944-05-27,1944,1985,41,99114091,0.0,10,0.8
11817,990065380,HATCH,ORRIN,S,UT,M,R,,voting,19850716,1934-03-22,1934,1985,51,99118171,0.0,10,0.0
12037,990066096,MARKEY,EDWARD,H,MA,M,D,7.0,voting,19850716,1946-07-11,1946,1985,39,99120370,0.0,9,0.1111111111111111
10821,990066431,DURENBERGER,DAVID,S,MN,M,R,,voting,19850717,1934-08-19,1934,1985,51,99108211,0.0,9,0.0
11080,990066683,SMITH,NEAL,H,IA,M,D,4.0,voting,19850717,1920-03-23,1920,1985,65,99110800,0.0,9,0.0
10934,990067303,LAGOMARSINO,ROBERT,H,CA,M,R,19.0,voting,19850717,1926-09-04,1926,1985,59,99109340,0.0,9,0.0
10888,990067897,CONTE,SILVIO,H,MA,M,R,1.0,voting,19850718,1921-11-09,1921,1985,64,99108880,0.0,20,0.0
10948,990067922,MILLER,CLARENCE,H,OH,M,R,10.0,voting,19850718,1917-11-01,1917,1985,68,99109480,0.0,10,0.0
11301,990068772,GEKAS,GEORGE,H,PA,M,R,17.0,voting,19850722,1930-04-14,1930,1985,55,99113010,0.0,10,0.0
10971,990068795,ROE,ROBERT,H,NJ,M,D,8.0,voting,19850722,1924-02-28,1924,1985,61,99109710,0.0,10,0.2
11073,990068798,ROWLAND,JAMES,H,GA,M,D,8.0,voting,19850722,1926-02-03,1926,1985,59,99110730,0.0,9,0.1111111111111111
11462,990068864,BYRD,ROBERT,S,WV,M,D,,voting,19850722,1917-11-20,1917,1985,68,99114621,0.0,19,0.0526315789473684
10962,990069091,PELL,CLAIBORNE,S,RI,M,D,,voting,19850723,1918-11-22,1918,1985,67,99109621,0.0,9,0.0
10899,990069598,ECKART,DENNIS,H,OH,M,D,11.0,voting,19850723,1950-04-06,1950,1985,35,99108990,0.0,9,0.2222222222222222
10970,990069670,RITTER,DONALD,H,PA,M,R,15.0,voting,19850723,1940-10-21,1940,1985,45,99109700,0.0,9,0.0
11105,990070098,CLINGER,WILLIAM,H,PA,M,R,23.0,voting,19850724,1929-04-04,1929,1985,56,99111050,0.0,9,0.0
11360,990070341,DOMENICI,PETE,S,NM,M,R,,voting,19850724,1932-05-07,1932,1985,53,99113601,0.0,9,0.3333333333333333
10937,990071780,LEVINE,MELDON,H,CA,M,D,27.0,voting,19850725,1943-06-07,1943,1985,42,99109370,0.0,9,0.1111111111111111
11056,990072004,MAZZOLI,ROMANO,H,KY,M,D,3.0,voting,19850725,1932-11-02,1932,1985,53,99110560,0.0,9,0.2222222222222222
11265,990072869,NICKLES,DON,S,OK,M,R,,voting,19850729,1948-12-06,1948,1985,37,99112651,0.0,9,0.8888888888888888
11230,990073306,BREAUX,JOHN,H,LA,M,D,7.0,voting,19850729,1944-03-01,1944,1985,41,99112300,0.0,9,0.2222222222222222
10830,990073470,HEINZ,HENRY,S,PA,M,R,,voting,19850730,1938-10-23,1938,1985,47,99108301,0.0,9,0.1111111111111111
11727,990073474,LAUTENBERG,FRANK,S,NJ,M,D,,voting,19850730,1924-01-23,1924,1985,61,99117271,0.0,29,0.0344827586206896
11744,990073585,LEVIN,CARL,S,MI,M,D,,voting,19850730,1934-06-28,1934,1985,51,99117441,0.0,10,0.0
11009,990073729,BUMPERS,DALE,S,AR,M,D,,voting,19850730,1925-08-12,1925,1985,60,99110091,0.0,28,0.1071428571428571
10979,990073730,SIMON,PAUL,S,IL,M,D,,voting,19850730,1928-11-29,1928,1985,57,99109791,0.0,10,0.0
11264,990073799,MURKOWSKI,FRANK,S,AK,M,R,,voting,19850730,1933-03-28,1933,1985,52,99112641,0.0,10,0.0
10838,990073807,MATSUNAGA,SPARK,S,HI,M,D,,voting,19850730,1916-10-08,1916,1985,69,99108381,0.0,9,0.1111111111111111
10821,990073930,DURENBERGER,DAVID,S,MN,M,R,,voting,19850730,1934-08-19,1934,1985,51,99108211,0.0,9,0.0
11494,990073940,KENNEDY,EDWARD,S,MA,M,D,,voting,19850730,1932-02-22,1932,1985,53,99114941,0.0,10,0.0
12037,990074022,MARKEY,EDWARD,H,MA,M,D,7.0,voting,19850730,1946-07-11,1946,1985,39,99120370,0.0,10,0.0
11302,990074038,GILMAN,BENJAMIN,H,NY,M,R,22.0,voting,19850730,1922-12-06,1922,1985,63,99113020,0.0,9,0.0
11269,990074044,PORTER,JOHN,H,IL,M,R,10.0,voting,19850730,1935-06-01,1935,1985,50,99112690,0.0,10,0.2
10879,990074047,BROOMFIELD,WILLIAM,H,MI,M,R,18.0,voting,19850730,1922-04-28,1922,1985,63,99108790,0.0,9,0.0
10721,990074049,FIEDLER,BOBBI,H,CA,F,R,21.0,voting,19850730,1937-04-22,1937,1985,48,99107210,0.0,10,0.0
10882,990074405,BUSTAMANTE,ALBERT,H,TX,M,D,23.0,voting,19850730,1935-04-08,1935,1985,50,99108820,0.0,9,0.0
10872,990074413,AUCOIN,LES,H,OR,M,D,1.0,voting,19850730,1942-10-21,1942,1985,43,99108720,0.0,9,0.1111111111111111
10827,990074415,GARCIA,ROBERT,H,NY,M,D,18.0,voting,19850730,1933-01-09,1933,1985,52,99108270,0.0,9,0.8888888888888888
11870,990074417,BOXER,BARBARA,H,CA,F,D,6.0,voting,19850730,1940-11-11,1940,1985,45,99118700,0.0,10,1.0
10937,990074420,LEVINE,MELDON,H,CA,M,D,27.0,voting,19850730,1943-06-07,1943,1985,42,99109370,0.0,9,0.0
10869,990074421,ANNUNZIO,FRANK,H,IL,M,D,11.0,voting,19850730,1915-01-12,1915,1985,70,99108690,0.0,10,0.0
11027,990074425,GALLO,DEAN,H,NJ,M,R,11.0,voting,19850730,1935-11-23,1935,1985,50,99110270,0.0,19,0.1052631578947368
10611,990074974,HAWKINS,PAULA,S,FL,F,R,,voting,19850731,1927-01-24,1927,1985,58,99106111,0.0,18,0.0555555555555555
11102,990077461,CHAFEE,JOHN,S,RI,M,R,,voting,19850801,1922-10-22,1922,1985,63,99111021,0.0,9,0.1111111111111111
10821,990077474,DURENBERGER,DAVID,S,MN,M,R,,voting,19850801,1934-08-19,1934,1985,51,99108211,0.0,18,0.1666666666666666
10818,990077594,DANFORTH,JOHN,S,MO,M,R,,voting,19850801,1936-09-05,1936,1985,49,99108181,0.0,10,0.0
11424,990077910,HYDE,HENRY,H,IL,M,R,6.0,voting,19850801,1924-04-18,1924,1985,61,99114240,0.0,10,0.0
10624,990078721,MATHIAS,CHARLES,S,MD,M,R,,voting,19850814,1922-07-24,1922,1985,63,99106241,0.0,10,0.0
11231,990078957,BROWN,GEORGE,H,CA,M,D,36.0,voting,19850904,1920-03-06,1920,1985,65,99112310,0.0,10,0.0
11206,990079092,RICHARDSON,WILLIAM,H,NM,M,D,3.0,voting,19850905,1947-11-15,1947,1985,38,99112060,0.0,9,0.1111111111111111
11746,990079373,ROCKEFELLER,JOHN,S,WV,M,D,,voting,19850909,1937-06-18,1937,1985,48,99117461,0.0,9,0.1111111111111111
11302,990079692,GILMAN,BENJAMIN,H,NY,M,R,22.0,voting,19850909,1922-12-06,1922,1985,63,99113020,0.0,10,0.9
10991,990079761,WEBER,JOHN,H,MN,M,R,2.0,voting,19850909,1952-07-24,1952,1985,33,99109910,0.0,9,0.0
10770,990079779,DAUB,HAROLD,H,NE,M,R,2.0,voting,19850909,1941-04-23,1941,1985,44,99107700,0.0,9,1.0
11260,990079780,MCCOLLUM,BILL,H,FL,M,R,5.0,voting,19850909,1944-07-12,1944,1985,41,99112600,0.0,9,0.8888888888888888
11212,990079785,SMITH,ROBERT,H,NH,M,R,1.0,voting,19850909,1941-03-30,1941,1985,44,99112120,0.0,27,1.0
10862,990080021,WALLOP,MALCOLM,S,WY,M,R,,voting,19850910,1933-02-27,1933,1985,52,99108621,0.0,10,0.3
10935,990080435,LEHMAN,WILLIAM,H,FL,M,D,17.0,voting,19850911,1913-10-05,1913,1985,72,99109350,0.0,10,0.0
10747,990081247,SEIBERLING,JOHN,H,OH,M,D,14.0,voting,19850912,1918-09-08,1918,1985,67,99107470,0.0,10,0.2
10885,990081268,COHEN,WILLIAM,S,ME,M,R,,voting,19850912,1940-08-28,1940,1985,45,99108851,0.0,9,0.0
11220,990081289,THURMOND,J.,S,SC,M,R,,voting,19850912,1902-12-05,1902,1985,83,99112201,0.0,9,0.1111111111111111
10864,990081392,WILSON,PETE,S,CA,M,R,,voting,19850912,1933-08-23,1933,1985,52,99108641,0.0,9,0.0
10802,990081480,SYMMS,STEVEN,S,ID,M,R,,voting,19850912,1938-04-23,1938,1985,47,99108021,0.0,9,0.0
11143,990081929,MOYNIHAN,DANIEL,S,NY,M,D,,voting,19850913,1927-03-16,1927,1985,58,99111431,0.0,10,0.0
10980,990082171,SIMPSON,ALAN,S,WY,M,R,,voting,19850913,1931-09-02,1931,1985,54,99109801,0.0,9,0.1111111111111111
10980,990082195,SIMPSON,ALAN,S,WY,M,R,,voting,19850913,1931-09-02,1931,1985,54,99109801,0.0,10,0.0
10692,990082497,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19850916,1915-11-11,1915,1985,70,99106921,0.0,10,0.0
10979,990082501,SIMON,PAUL,S,IL,M,D,,voting,19850916,1928-11-29,1928,1985,57,99109791,0.0,10,0.0
11377,990082835,MATSUI,ROBERT,H,CA,M,D,3.0,voting,19850917,1941-09-17,1941,1985,44,99113770,0.0,9,0.1111111111111111
10610,990082969,HART,GARY,S,CO,M,D,,voting,19850917,1936-11-28,1936,1985,49,99106101,0.0,10,0.2
11727,990083643,LAUTENBERG,FRANK,S,NJ,M,D,,voting,19850918,1924-01-23,1924,1985,61,99117271,0.0,10,0.1
10804,990084296,WIRTH,TIMOTHY,H,CO,M,D,2.0,voting,19850918,1939-09-22,1939,1985,46,99108040,0.0,10,0.0
11462,990085026,BYRD,ROBERT,S,WV,M,D,,voting,19850920,1917-11-20,1917,1985,68,99114621,0.0,18,0.1111111111111111
11170,990085505,DE LA GARZA,ELIGIO,H,TX,M,D,15.0,voting,19850920,1927-09-22,1927,1985,58,99111700,0.0,18,0.2777777777777778
10967,990085587,RAY,RICHARD,H,GA,M,D,3.0,voting,19850920,1927-02-02,1927,1985,58,99109670,0.0,10,0.1
11462,990085734,BYRD,ROBERT,S,WV,M,D,,voting,19850923,1917-11-20,1917,1985,68,99114621,0.0,10,0.1
10761,990086404,BIAGGI,MARIO,H,NY,M,D,19.0,voting,19850924,1917-10-26,1917,1985,68,99107610,0.0,9,0.0
10979,990088252,SIMON,PAUL,S,IL,M,D,,voting,19850926,1928-11-29,1928,1985,57,99109791,0.0,9,1.0
10979,990088279,SIMON,PAUL,S,IL,M,D,,voting,19850926,1928-11-29,1928,1985,57,99109791,0.0,9,0.8888888888888888
11409,990088864,DODD,CHRISTOPHER,S,CT,M,D,,voting,19851001,1944-05-27,1944,1985,41,99114091,0.0,9,0.1111111111111111
11387,990089514,STENHOLM,CHARLES,H,TX,M,D,17.0,voting,19851001,1938-10-26,1938,1985,47,99113870,0.0,9,0.0
10700,990090856,TRIBLE,PAUL,S,VA,M,R,,voting,19851003,1946-12-29,1946,1985,39,99107001,0.0,10,1.0
11387,990092131,STENHOLM,CHARLES,H,TX,M,D,17.0,voting,19851003,1938-10-26,1938,1985,47,99113870,0.0,10,0.0
10979,990093912,SIMON,PAUL,S,IL,M,D,,voting,19851007,1928-11-29,1928,1985,57,99109791,0.0,9,0.1111111111111111
11302,990094595,GILMAN,BENJAMIN,H,NY,M,R,22.0,voting,19851007,1922-12-06,1922,1985,63,99113020,0.0,10,0.0
11310,990095145,JEFFORDS,JAMES,H,VT,M,R,0.0,voting,19851008,1934-05-11,1934,1985,51,99113100,0.0,9,0.2222222222222222
11494,990095644,KENNEDY,EDWARD,S,MA,M,D,,voting,19851008,1932-02-22,1932,1985,53,99114941,0.0,9,0.8888888888888888
10882,990098523,BUSTAMANTE,ALBERT,H,TX,M,D,23.0,voting,19851010,1935-04-08,1935,1985,50,99108820,0.0,10,0.0
11408,990098633,DELAY,THOMAS,H,TX,M,R,22.0,voting,19851010,1947-04-08,1947,1985,38,99114080,0.0,9,0.1111111111111111
11903,990098671,CONYERS,JOHN,H,MI,M,D,1.0,voting,19851010,1929-05-16,1929,1985,56,99119030,0.0,9,0.0
10878,990099772,BRADLEY,WILLIAM,S,NJ,M,D,,voting,19851010,1943-07-28,1943,1985,42,99108781,0.0,9,0.1111111111111111
11829,990100271,COCHRAN,THAD,S,MS,M,R,,voting,19851015,1937-12-07,1937,1985,48,99118291,0.0,10,0.0
10902,990100344,EXON,J.,S,NE,M,D,,voting,19851015,1921-08-09,1921,1985,64,99109021,0.0,10,0.4
10956,990100410,NUNN,SAMUEL,S,GA,M,D,,voting,19851015,1938-09-08,1938,1985,47,99109561,0.0,18,0.1666666666666666
11302,990100885,GILMAN,BENJAMIN,H,NY,M,R,22.0,voting,19851016,1922-12-06,1922,1985,63,99113020,0.0,9,0.7777777777777778
11310,990100887,JEFFORDS,JAMES,H,VT,M,R,0.0,voting,19851016,1934-05-11,1934,1985,51,99113100,0.0,10,0.0
10885,990100924,COHEN,WILLIAM,S,ME,M,R,,voting,19851016,1940-08-28,1940,1985,45,99108851,0.0,9,1.0
11829,990100968,COCHRAN,THAD,S,MS,M,R,,voting,19851016,1937-12-07,1937,1985,48,99118291,0.0,9,0.0
11680,990101770,FRANK,BARNEY,H,MA,M,D,4.0,voting,19851017,1940-03-31,1940,1985,45,99116800,0.0,27,0.2222222222222222
11648,990102624,LUGAR,RICHARD,S,IN,M,R,,voting,19851017,1932-04-04,1932,1985,53,99116481,8.086904664431758e-12,9,0.8888888888888888
10659,990103449,CHILES,LAWTON,S,FL,M,D,,voting,19851021,1930-04-03,1930,1985,55,99106591,0.0,9,0.1111111111111111
10703,990103721,WEICKER,LOWELL,S,CT,M,R,,voting,19851021,1931-05-16,1931,1985,54,99107031,0.0,9,0.1111111111111111
10864,990104274,WILSON,PETE,S,CA,M,R,,voting,19851022,1933-08-23,1933,1985,52,99108641,0.0,10,0.0
